#1.zgrid 2.gxx 3.gxy 4.gyy 5.gBfield
-5.052083333333333703e-01 6.135090154886181368e-01 1.593518435431308333e+00 5.949584635758530915e+00 1.053955902705170367e+00
-5.000000000000000000e-01 6.394499607751417125e-01 1.619303648182148336e+00 5.824936631716783886e+00 1.050053107971040456e+00
-4.947916666666667407e-01 6.663898012997967468e-01 1.644274266065499868e+00 5.699503962271908364e+00 1.046161333061634391e+00
-4.895833333333333703e-01 6.943306864371862064e-01 1.668450877719959813e+00 5.573824292801012881e+00 1.042280551239141539e+00
-4.843750000000000000e-01 7.232839835952595831e-01 1.691731290456279124e+00 5.447723840736479417e+00 1.038410815737522475e+00
-4.791666666666667407e-01 7.533364166805630591e-01 1.714433588128482233e+00 5.322431264115738969e+00 1.034552785635096894e+00
-4.739583333333333703e-01 7.844302778678927668e-01 1.736390585356097915e+00 5.197921204123572281e+00 1.030705936906565201e+00
-4.687500000000000000e-01 8.166255316451773716e-01 1.757675031246396680e+00 5.074397290625061174e+00 1.026870683456674982e+00
-4.635416666666667407e-01 8.500543895110306281e-01 1.778393865239814575e+00 4.951813055213821535e+00 1.023048051087302124e+00
-4.583333333333333703e-01 8.844877500641629142e-01 1.798346520942034177e+00 4.830923521002024046e+00 1.019236099555328900e+00
-4.531250000000000000e-01 9.203420954802797871e-01 1.818046085690171232e+00 4.711732801338769150e+00 1.015438104384280615e+00
-4.479166666666667407e-01 9.573795290599197427e-01 1.837160578015883949e+00 4.594415041100743835e+00 1.011652057301649421e+00
-4.427083333333333703e-01 9.956884706202521196e-01 1.855698025052813449e+00 4.478744622380994578e+00 1.007878583699135078e+00
-4.375000000000000000e-01 1.035410548321310742e+00 1.873957059945849934e+00 4.365388647612646444e+00 1.004118709392119557e+00
-4.322916666666667407e-01 1.076480286362231364e+00 1.891840913277970326e+00 4.254424983845071395e+00 1.000371795890027338e+00
-4.270833333333333703e-01 1.119065964757025800e+00 1.909369288693584465e+00 4.145403893125920725e+00 9.966390885910678676e-01
-4.218750000000000000e-01 1.163064535563813839e+00 1.926535782979585942e+00 4.038838954966923467e+00 9.929197116146811775e-01
-4.166666666666667407e-01 1.208671187980152606e+00 1.943443847974747563e+00 3.934503030198365892e+00 9.892151402678734939e-01
-4.114583333333333703e-01 1.255780441048907070e+00 1.960061322973325471e+00 3.832755362256326848e+00 9.855244893749611768e-01
-4.062500000000000000e-01 1.304536855112423899e+00 1.976420427935728030e+00 3.733328813196168383e+00 9.818488949761363660e-01
-4.010416666666667407e-01 1.354843923886530854e+00 1.992326634978643485e+00 3.636002962497346225e+00 9.781876517826936235e-01
-3.958333333333333703e-01 1.406786301329753019e+00 2.007922502144345422e+00 3.541037385727899167e+00 9.745414724195695655e-01
-3.906250000000000000e-01 1.460533148806862247e+00 2.023343404771511977e+00 3.448458604553132467e+00 9.709117053534118691e-01
-3.854166666666667407e-01 1.515882005714116465e+00 2.038273881568919421e+00 3.357928727176497041e+00 9.672969252422192188e-01
-3.802083333333333703e-01 1.573041698448596426e+00 2.052911941503201554e+00 3.269565772024052741e+00 9.636988103547472484e-01
-3.750000000000000000e-01 1.631971260972645554e+00 2.067213880925867553e+00 3.183388382389458648e+00 9.601171860842354633e-01
-3.697916666666667407e-01 1.692815901046301974e+00 2.081159108380032929e+00 3.099107010671660500e+00 9.565532783602571643e-01
-3.645833333333333703e-01 1.755556357399790102e+00 2.094783869067339044e+00 3.016901782689387357e+00 9.530070914277970484e-01
-3.593750000000000000e-01 1.820249148059211564e+00 2.108096002447283457e+00 2.936729619697849181e+00 9.494792264242842839e-01
-3.541666666666667407e-01 1.886982473564576379e+00 2.121086390169815594e+00 2.858462103895594630e+00 9.459705444174117961e-01
-3.489583333333333703e-01 1.955665898707837913e+00 2.133710888848163290e+00 2.782168354366797658e+00 9.424806613718026416e-01
-3.437500000000000000e-01 2.026313292805597577e+00 2.145870620195384770e+00 2.707627666544083489e+00 9.390099916155976167e-01
-3.385416666666667407e-01 2.098927204315624184e+00 2.157520032152287826e+00 2.634757006920928735e+00 9.355589642453872035e-01
-3.333333333333333703e-01 2.173469977879497250e+00 2.168592093238420393e+00 2.563483582692397178e+00 9.321277748819718489e-01
-3.281250000000000000e-01 2.249981722046110910e+00 2.179103768230074678e+00 2.493802008748071675e+00 9.287172024361272094e-01
-3.229166666666667407e-01 2.328395856237940098e+00 2.188898698252379482e+00 2.425493052682520467e+00 9.253273226633459414e-01
-3.177083333333333703e-01 2.408765840872197028e+00 2.198052603281835271e+00 2.358653410279051954e+00 9.219591002570128868e-01
-3.125000000000000000e-01 2.491186069362773647e+00 2.206537100085499858e+00 2.293147645496469433e+00 9.186138184784092831e-01
-3.072916666666667407e-01 2.575585900580547261e+00 2.214336169125342035e+00 2.229024160868931848e+00 9.152916163185298437e-01
-3.020833333333333703e-01 2.662003585438717845e+00 2.221426922428813899e+00 2.166214158793069444e+00 9.119934764642017022e-01
-2.968750000000000000e-01 2.750238937438694187e+00 2.227616212290522757e+00 2.104560258178695964e+00 9.087187986022878805e-01
-2.916666666666667407e-01 2.840301041003870264e+00 2.232904998268947505e+00 2.044057271089840810e+00 9.054685582913059028e-01
-2.864583333333333703e-01 2.931977882593292062e+00 2.237098493679878342e+00 1.984548223889510465e+00 9.022422805560768033e-01
-2.812500000000000000e-01 3.025200260049770051e+00 2.240157549748671872e+00 1.926014490120444789e+00 8.990405736741918785e-01
-2.760416666666667407e-01 3.119871349193526822e+00 2.242028542746766551e+00 1.868430984203950596e+00 8.958639291673942129e-01
-2.708333333333333703e-01 3.216003473207403651e+00 2.242648221029200251e+00 1.811692196314532266e+00 8.927136182036126133e-01
-2.656250000000000000e-01 3.313613522203512574e+00 2.242051770483520556e+00 1.755837994995320450e+00 8.895910017388031221e-01
-2.604166666666667407e-01 3.412540930492778291e+00 2.240155936465384023e+00 1.700836554466652828e+00 8.864963035313362383e-01
-2.552083333333333703e-01 3.512641219617011590e+00 2.236915088276460573e+00 1.646691848598830665e+00 8.834299943052815740e-01
-2.500000000000000000e-01 3.613563526343964938e+00 2.232103100018814512e+00 1.593267406691198040e+00 8.803912849300231658e-01
-2.447916666666667407e-01 3.715077590919402706e+00 2.225569171727467044e+00 1.540467001914661349e+00 8.773803233541987989e-01
-2.395833333333333703e-01 3.817005499154531467e+00 2.217290115644773962e+00 1.488325405604933094e+00 8.743976819158186808e-01
-2.343750000000000000e-01 3.919278809190920310e+00 2.207269055907482791e+00 1.436859319753323705e+00 8.714447259033615278e-01
-2.291666666666667407e-01 4.021919510967574496e+00 2.195458112236740256e+00 1.385997311355535500e+00 8.685234537419903589e-01
-2.239583333333333703e-01 4.124711524172173682e+00 2.181867755948180054e+00 1.335819436467933885e+00 8.656344030504553588e-01
-2.187500000000000000e-01 4.227280311548175185e+00 2.166348727036641719e+00 1.286276605748695845e+00 8.627772189174796047e-01
-2.135416666666667407e-01 4.329192969463155016e+00 2.148725370843991733e+00 1.237306141428559103e+00 8.599513083018959225e-01
-2.083333333333333703e-01 4.430090859344631760e+00 2.128905710350704084e+00 1.188904962719568026e+00 8.571566455115133820e-01
-2.031250000000000000e-01 4.530072938848160646e+00 2.106994903098197369e+00 1.141134026573578097e+00 8.543961603695835461e-01
-1.979166666666667407e-01 4.628966908491264576e+00 2.082968538994374619e+00 1.094002762282089813e+00 8.516710960495731397e-01
-1.927083333333333703e-01 4.726732482865457996e+00 2.056956103451011764e+00 1.047624177564436376e+00 8.489836366840329829e-01
-1.875000000000000000e-01 4.822637237946897137e+00 2.028564045051336695e+00 1.001806787454576408e+00 8.463316939206715350e-01
-1.822916666666667407e-01 4.916453814823208646e+00 1.997760750089995208e+00 9.565646796129747553e-01 8.437164805937286127e-01
-1.770833333333333703e-01 5.007818948577070550e+00 1.964898963580818947e+00 9.122418989441778425e-01 8.411383108750059012e-01
-1.718750000000000000e-01 5.097006580687994060e+00 1.929793248625165880e+00 8.686186609438787398e-01 8.386014941162077685e-01
-1.666666666666667407e-01 5.183863033827547540e+00 1.892627940451905522e+00 8.258543317266275885e-01 8.361077131805477736e-01
-1.614583333333333703e-01 5.267953374622191376e+00 1.853283841857103154e+00 7.839185201965719330e-01 8.336570429212774025e-01
-1.562500000000000000e-01 5.348813847342141159e+00 1.811707311804441778e+00 7.428298870263597697e-01 8.312494027145849174e-01
-1.510416666666667407e-01 5.426303365625575026e+00 1.767959538623025129e+00 7.026392834843334656e-01 8.288865892345824715e-01
-1.458333333333333703e-01 5.500672573233245544e+00 1.722242605560348805e+00 6.634357328613587068e-01 8.265727361798341777e-01
-1.406250000000000000e-01 5.572018954401984914e+00 1.674726903676110323e+00 6.253026882539626241e-01 8.243111136713441311e-01
-1.354166666666667407e-01 5.639676183727238445e+00 1.625359795938913443e+00 5.882685925026280849e-01 8.221004367622685161e-01
-1.302083333333333703e-01 5.703497025459267178e+00 1.574153922337854672e+00 5.523393177130450082e-01 8.199424637448923248e-01
-1.250000000000000000e-01 5.763666523076731885e+00 1.521251934106235826e+00 5.175649800840077530e-01 8.178407545836896553e-01
-1.197916666666667407e-01 5.820364830930852662e+00 1.466844155935600247e+00 4.840176914409610731e-01 8.157987806121914653e-01
-1.145833333333333703e-01 5.873712776069647923e+00 1.411100197530736899e+00 4.517596572076082451e-01 8.138198134009189122e-01
-1.093750000000000000e-01 5.922976391690524700e+00 1.353910960788365259e+00 4.207782514331618873e-01 8.119019693715263664e-01
-1.041666666666667407e-01 5.968652191356628833e+00 1.295448459625816007e+00 3.911048971708960265e-01 8.100503774121097234e-01
-9.895833333333337034e-02 6.010929729027370882e+00 1.235832113198486404e+00 3.627689863440858309e-01 8.082681654308432329e-01
-9.375000000000000000e-02 6.049951783365609792e+00 1.175281169260954606e+00 3.358408979105161341e-01 8.065583505768729733e-01
-8.854166666666674068e-02 6.085420337579377836e+00 1.113766287903248386e+00 3.103112304879833694e-01 8.049213658801224192e-01
-8.333333333333337034e-02 6.117441481498008038e+00 1.051328245115814575e+00 2.861781342843984222e-01 8.033596731882843844e-01
-7.812500000000000000e-02 6.146792605657381614e+00 9.881972635702949148e-01 2.634780765585603146e-01 8.018794046888665372e-01
-7.291666666666674068e-02 6.173434664284327411e+00 9.244853711858109779e-01 2.422386835774515967e-01 8.004820405989486742e-01
-6.770833333333337034e-02 6.196944300408119943e+00 8.601893904184161332e-01 2.224634303391540002e-01 7.991669113858289597e-01
-6.250000000000000000e-02 6.217533814380383106e+00 7.953560535431083434e-01 2.041475683360585991e-01 7.979366960977092305e-01
-5.729166666666674068e-02 6.236362519663012804e+00 7.301117294787710099e-01 1.872809320927627252e-01 7.967992343012171297e-01
-5.208333333333337034e-02 6.252749690989736209e+00 6.645927846622343704e-01 1.719091315365339767e-01 7.957518091131375870e-01
-4.687500000000000000e-02 6.266798256657800437e+00 5.987602979045425489e-01 1.580096501955506327e-01 7.947964336653918771e-01
-4.166666666666674068e-02 6.278897856278531364e+00 5.326945676167236243e-01 1.455826462681253375e-01 7.939363321434557141e-01
-3.645833333333337034e-02 6.289340761979237193e+00 4.663660986085584326e-01 1.346125497526465264e-01 7.931738261524605704e-01
-3.125000000000000000e-02 6.298289659928257400e+00 3.999487404560418957e-01 1.251181551188284280e-01 7.925106989959325166e-01
-2.604166666666674068e-02 6.305137389213459009e+00 3.334314641739441476e-01 1.171033221774245292e-01 7.919443944197216423e-01
-2.083333333333337034e-02 6.310801559219032519e+00 2.667841779010266534e-01 1.105431245018069913e-01 7.914807585040862792e-01
-1.562500000000000000e-02 6.315476858825173068e+00 2.000523989972382288e-01 1.054382629061899612e-01 7.911210831036591395e-01
-1.041666666666674068e-02 6.318930663928420621e+00 1.331492277409822844e-01 1.017889941660962277e-01 7.908643887313765442e-01
-5.208333333333370341e-03 6.319797577626495411e+00 6.646023846461926454e-02 9.962792279144523644e-02 7.907032784399680159e-01
0.000000000000000000e+00 6.319867787692862393e+00 0.000000000000000000e+00 9.891421512243531167e-02 7.906483174567572325e-01
5.208333333333259318e-03 6.319797577623803342e+00 -6.646023846272694491e-02 9.962792279133868278e-02 7.907032784399663505e-01
1.041666666666651864e-02 6.318930663941052295e+00 -1.331492277716829487e-01 1.017889941676117377e-01 7.908643887313777654e-01
1.562500000000000000e-02 6.315476859018605005e+00 -2.000523992270300533e-01 1.054382629175336511e-01 7.911210831036590285e-01
2.083333333333325932e-02 6.310801559704412256e+00 -2.667841781338287088e-01 1.105431245130819723e-01 7.914807585040890547e-01
2.604166666666651864e-02 6.305137389920679958e+00 -3.334314644352862622e-01 1.171033221921969625e-01 7.919443944197223084e-01
3.125000000000000000e-02 6.298289661554224317e+00 -3.999487406416960544e-01 1.251181551097147182e-01 7.925106989959315174e-01
3.645833333333325932e-02 6.289340764476163415e+00 -4.663660986973241496e-01 1.346125497144403660e-01 7.931738261524605704e-01
4.166666666666651864e-02 6.278897858752590544e+00 -5.326945677222932884e-01 1.455826462301888502e-01 7.939363321434594889e-01
4.687500000000000000e-02 6.266798259195674348e+00 -5.987602980171972122e-01 1.580096501546508214e-01 7.947964336653980943e-01
5.208333333333325932e-02 6.252749693588381952e+00 -6.645927847829189439e-01 1.719091314923686109e-01 7.957518091131368099e-01
5.729166666666651864e-02 6.236362522325236135e+00 -7.301117296075352314e-01 1.872809320446645331e-01 7.967992343012192391e-01
6.250000000000000000e-02 6.217533817103510607e+00 -7.953560536808257364e-01 2.041475682836751682e-01 7.979366960977146706e-01
6.770833333333325932e-02 6.196944303188925751e+00 -8.601893905660727979e-01 2.224634302822210419e-01 7.991669113858359541e-01
7.291666666666651864e-02 6.173434667098997686e+00 -9.244853713454701527e-01 2.422386835167982810e-01 8.004820405989565568e-01
7.812500000000000000e-02 6.146792608534158653e+00 -9.881972637421468919e-01 2.634780764926197283e-01 8.018794046888744198e-01
8.333333333333325932e-02 6.117441484429126497e+00 -1.051328245300773512e+00 2.861781342131022865e-01 8.033596731882860498e-01
8.854166666666651864e-02 6.085420340563658215e+00 -1.113766288102087554e+00 3.103112304110006714e-01 8.049213658801293025e-01
9.375000000000000000e-02 6.049951786404861309e+00 -1.175281169474813758e+00 3.358408978274760037e-01 8.065583505768794126e-01
9.895833333333325932e-02 6.010929732119012492e+00 -1.235832113427848267e+00 3.627689862545974697e-01 8.082681654308481178e-01
1.041666666666665186e-01 5.968652194502336528e+00 -1.295448459871937796e+00 3.911048970746106024e-01 8.100503774121190492e-01
1.093750000000000000e-01 5.922976394887413676e+00 -1.353910961051801420e+00 4.207782513297358418e-01 8.119019693715370245e-01
1.145833333333332593e-01 5.873712779314206323e+00 -1.411100197811890444e+00 4.517596570966664893e-01 8.138198134009282381e-01
1.197916666666665186e-01 5.820364834223840766e+00 -1.466844156235921792e+00 4.840176913223028787e-01 8.157987806122043439e-01
1.250000000000000000e-01 5.763666526414700009e+00 -1.521251934426133934e+00 5.175649799572642484e-01 8.178407545836997583e-01
1.302083333333332593e-01 5.703497028836273408e+00 -1.574153922677638873e+00 5.523393175780472175e-01 8.199424637449012065e-01
1.354166666666665186e-01 5.639676187139186503e+00 -1.625359796299094661e+00 5.882685923591887134e-01 8.221004367622758435e-01
1.406250000000000000e-01 5.572018957846371912e+00 -1.674726904057166399e+00 6.253026881017406113e-01 8.243111136713545672e-01
1.458333333333332593e-01 5.500672576707038353e+00 -1.722242605962525319e+00 6.634357326999139604e-01 8.265727361798490547e-01
1.510416666666665186e-01 5.426303369130715204e+00 -1.767959539048174822e+00 7.026392833136708704e-01 8.288865892345989028e-01
1.562500000000000000e-01 5.348813850872141451e+00 -1.811707312252210711e+00 7.428298868461399307e-01 8.312494027145974629e-01
1.614583333333332593e-01 5.267953378163761080e+00 -1.853283842325554653e+00 7.839185200063807368e-01 8.336570429212871725e-01
1.666666666666665186e-01 5.183863037386320372e+00 -1.892627940943817366e+00 8.258543315266806406e-01 8.361077131805597640e-01
1.718750000000000000e-01 5.097006584258013895e+00 -1.929793249140304479e+00 8.686186607340172783e-01 8.386014941162248659e-01
1.770833333333332593e-01 5.007818952151408709e+00 -1.964898964118152236e+00 9.122418987238545274e-01 8.411383108750185578e-01
