# #1.kymin
#  2.x0
#  3.kx_center
#  4.n0_global
#  5.gamma(cs/a)
#  6.omega(cs/a)
#  7.<z>
#  8.lambda_z
#  9.parity(apar)
#  10.parity(phi)
#  11.QEM/QES
#  12.Epar cancelation
#  13.gamma_HB_avg
#  14.gamma_HB_min
# 
1.000000000000000000e+01 9.749999999999999778e-01 0.000000000000000000e+00 6.510000000000000000e+02 2.011377179489999989e+01 -1.532966761860000027e+01 6.083790862517455267e+00 1.444258694768096041e-01 3.142497340969437336e-01 3.225784125653368695e-01 -2.665290961617829048e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 9.749999999999999778e-01 -4.724955399999999806e+00 6.510000000000000000e+02 2.003990370089999828e+01 -1.184169338589999931e+01 6.119300209050169137e+00 1.536692479388977184e-01 3.582548666177850505e-01 3.937601070419132765e-01 -2.616181303982266851e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 9.749999999999999778e-01 -9.449910700000000219e+00 6.510000000000000000e+02 2.240534633049999869e+01 -1.062226429570000086e+01 6.459302916260811323e+00 1.932138706566289832e-01 3.466381533247761548e-01 7.144357701906427494e-01 -1.211996798997947138e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+01 9.749999999999999778e-01 0.000000000000000000e+00 1.303000000000000000e+03 3.947170006590000213e+01 -3.009293996490000112e+01 4.541745549665969328e+00 1.325002319888691493e-01 4.712672823019409957e-02 5.882502370150850535e-01 -1.073113894552869168e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+01 9.749999999999999778e-01 -9.449910700000000219e+00 1.303000000000000000e+03 3.960179507880000216e+01 -3.800705638870000058e+01 4.561178761698506889e+00 1.300141959234710209e-01 6.507845428022866752e-02 5.804611025267089053e-01 -9.609315485907063284e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+01 9.749999999999999778e-01 -1.889982099999999932e+01 1.303000000000000000e+03 3.817919677870000328e+01 -4.589951019410000299e+01 4.549825564088703977e+00 1.257139812603710605e-01 5.751516557582603967e-02 5.611730236303367203e-01 -8.970014235202278122e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+01 9.749999999999999778e-01 0.000000000000000000e+00 2.605000000000000000e+03 6.461725679159999913e+01 -8.031601679419999584e+01 2.448160718202067265e+00 1.163824687676977138e-01 5.784863460502993188e-02 6.750200067625171663e-01 -7.883565012554684870e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+01 9.749999999999999778e-01 -1.889982099999999932e+01 2.605000000000000000e+03 6.641217356500000335e+01 -5.212163199599999786e+01 2.389792623154766815e+00 1.276570617815354358e-01 1.470846281426156088e-01 8.908054315281559443e-01 -1.057658002038736099e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+01 9.749999999999999778e-01 -3.779964300000000321e+01 2.605000000000000000e+03 6.211863775329999982e+01 9.159479228060000366e+01 1.316824649873743036e+00 6.124906740705739899e-02 2.777300626449246135e-01 7.994989581718528471e-03 -3.804226312201772209e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+01 9.749999999999999778e-01 0.000000000000000000e+00 3.256000000000000000e+03 6.811079564220000293e+01 7.458372075210000673e+01 1.469133986872157849e-01 5.255333256481555665e-02 1.682783076139181727e-06 3.579458170381004667e-01 -1.042993165488638463e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+01 9.749999999999999778e-01 -2.362477700000000169e+01 3.256000000000000000e+03 7.770941045780000422e+01 1.023068708590000000e+02 3.715915250356486843e-01 6.149566922704500366e-02 7.953871914379829766e-01 6.209591917834082764e-02 -4.928675825781935436e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e+01 9.749999999999999778e-01 -4.724955400000000338e+01 3.256000000000000000e+03 7.673043754139999351e+01 -5.658237848200000286e+01 1.316113301922402945e+00 1.248368959960783203e-01 1.191815129503960985e-01 4.366947618038383161e-01 -1.030880495924692882e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+01 9.749999999999999778e-01 0.000000000000000000e+00 3.908000000000000000e+03 8.456856033459999367e+01 4.661417202239999824e+01 1.177449746397431773e-01 4.387205559339931588e-02 6.792744007765923891e-06 3.365197851089309355e-01 -7.076437144662033746e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.000000000000000000e+01 9.749999999999999778e-01 -2.834973199999999949e+01 3.908000000000000000e+03 9.511868412009999929e+01 7.600187007030000075e+01 2.085955072232359153e-01 5.288103704490907525e-02 7.224157721009878408e-01 6.937793401168760796e-03 -2.811717782973456505e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
